Devices
1000
,,Impulse - Electric Potential,
Frame,Sub Frame,1
,,V
1,0,0.014801
1,1,0.0120544
1,2,-0.0414658
1,3,-0.0777435
1,4,-0.111923
1,5,-0.106621
1,6,-0.154877
1,7,-0.0759888
1,8,-0.0347137
1,9,0.017395
2,0,0.0186157
2,1,0.0517654
2,2,0.0139236
2,3,0.0165176
2,4,0.0112915
2,5,-0.00621796
2,6,-0.00881195
2,7,0.0152588
2,8,-0.0500488
2,9,-0.0959015
3,0,-0.0849915
3,1,-0.147171
3,2,-0.15686
3,3,-0.127602
3,4,-0.0613785
3,5,-0.0549698
3,6,-0.0320816
3,7,-0.0166321
3,8,-0.0201416
3,9,0.0281525
4,0,-0.0465775
4,1,-0.0148773
4,2,0.00953674
4,3,-0.0381851
4,4,-0.0220871
4,5,-0.0867844
4,6,-0.182495
4,7,-0.137253
4,8,-0.151711
4,9,-0.144768
5,0,-0.119019
5,1,-0.114708
5,2,-0.0602341
5,3,-0.0347137
5,4,-0.0673676
5,5,0.0384521
5,6,-0.0449753
5,7,0.0176239
5,8,-0.00961304
5,9,-0.014267
6,0,-0.0273895
6,1,-0.065155
6,2,-0.0789642
6,3,-0.130501
6,4,-0.189247
6,5,-0.131912
6,6,-0.147858
6,7,-0.08564
6,8,-0.0537872
6,9,-0.000152588
7,0,0.00476837
7,1,0.0232315
7,2,0.0273132
7,3,0.00858307
7,4,0.0271606
7,5,0.0241089
7,6,0.0426865
7,7,0.0146103
7,8,-0.00499725
7,9,-0.0568771
8,0,-0.095787
8,1,-0.1231
8,2,-0.0865173
8,3,-0.0758362
8,4,-0.000915527
8,5,0.001297
8,6,0.0267029
8,7,0.0665665
8,8,0.0767899
8,9,0.07061
9,0,0.0469208
9,1,0.0437164
9,2,0.0642014
9,3,0.0895309
9,4,0.0825882
9,5,-0.0207138
9,6,-0.0365067
9,7,-0.0492477
9,8,-0.0907516
9,9,-0.054245
10,0,-0.0119019
10,1,0.0382996
10,2,0.0341415
10,3,0.0906372
10,4,0.0716782
10,5,0.0914001
10,6,0.0991058
10,7,0.0801468
10,8,0.0901413
10,9,0.102081
11,0,0.0835037
11,1,0.046196
11,2,0.0062561
11,3,-0.0271606
11,4,-0.0457001
11,5,-0.0749207
11,6,-0.0559235
11,7,0.0275421
11,8,0.0236511
11,9,0.0536346
12,0,0.0523376
12,1,0.105972
12,2,0.0906372
12,3,0.09552
12,4,0.0872421
12,5,0.0693512
12,6,0.102539
12,7,0.0826645
12,8,0.0247574
12,9,0.00125885
13,0,-0.0699234
13,1,-0.0683594
13,2,-0.0487518
13,3,-0.0171661
13,4,0.00858307
13,5,0.0465775
13,6,0.0400543
13,7,0.084877
13,8,0.0986481
13,9,0.116806
14,0,0.098114
14,1,0.0816345
14,2,0.0570297
14,3,0.0703812
14,4,0.0547791
14,5,0.00339508
14,6,-0.0284958
14,7,-0.0509644
14,8,-0.108948
14,9,-0.073204
15,0,-0.0563431
15,1,-0.0317383
15,2,0.0107193
15,3,0.0274658
15,4,0.052948
15,5,0.0654221
15,6,0.0699997
15,7,0.0548553
15,8,0.0498199
15,9,0.026207
16,0,0.0284576
16,1,0.0173187
16,2,-0.0357056
16,3,-0.0942993
16,4,-0.193291
16,5,-0.0981522
16,6,-0.10437
16,7,-0.0510025
16,8,-0.057106
16,9,-0.0200653
17,0,0.00965118
17,1,0.018158
17,2,0.0170517
17,3,0.0268173
17,4,0.0304794
17,5,0.0156784
17,6,0.0458527
17,7,-3.8147e-05
17,8,-0.0139999
17,9,-0.0698853
18,0,-0.139847
18,1,-0.148888
18,2,-0.140266
18,3,-0.0981522
18,4,-0.0732803
18,5,-0.0241852
18,6,-0.000686646
18,7,0.00259399
18,8,0.0782013
18,9,0.0476074
19,0,0.0295639
19,1,0.0239563
19,2,-0.0162888
19,3,0.00450134
19,4,-0.0169754
19,5,-0.0576401
19,6,-0.121536
19,7,-0.184326
19,8,-0.190964
19,9,-0.121841
20,0,-0.0907898
20,1,-0.0803375
20,2,-0.0431061
20,3,-0.0199127
20,4,0.0274658
20,5,0.0298309
20,6,0.0395966
20,7,0.00808716
20,8,0.0309372
20,9,0.0272369
21,0,0.0062561
21,1,0.000648499
